ID,Nome,Idade,Setor,Cidade,CPF,RG,Formacao,Tempo_Empresa_Meses,Data_Aniversario,Funcao_Atual,Data_Admissao,Status
1719,Funcionário 1719,48,Operações,Belo Horizonte,276.620.808-97,8655267-0,Tecnólogo,26,1976-01-08,Gerente de Operações,2022-10-01,Ativo
1720,Funcionário 1720,43,Financeiro,Salvador,263.444.359-50,5246007-5,Doutorado,10,1981-11-21,Gerente Financeiro,2024-02-21,Ativo
1721,Funcionário 1721,50,Marketing,Porto Alegre,870.120.424-60,1311508-9,Ensino Médio,25,1974-11-12,Analista de Marketing,2022-11-29,Ativo
1722,Funcionário 1722,43,Comercial,Vitória,123.753.028-85,1986479-3,MBA,18,1981-10-15,Gerente Comercial,2023-06-30,Ativo
1723,Funcionário 1723,39,Operações,Belo Horizonte,967.024.365-30,6953559-3,MBA,27,1985-12-10,Analista de Operações,2022-09-30,Desligado
1724,Funcionário 1724,51,Suporte,Vitória,648.187.540-48,9556729-8,Tecnólogo,19,1973-07-27,Coordenador de Suporte,2023-05-13,Ativo
1725,Funcionário 1725,39,Inovação,São Paulo,215.977.385-90,4314934-2,Mestrado,17,1985-12-13,Product Manager,2023-07-21,Ativo
1726,Funcionário 1726,56,Comercial,Manaus,360.667.998-00,7255103-9,Tecnólogo,8,1968-05-19,Executivo de Contas,2024-04-15,Desligado
1727,Funcionário 1727,34,Vendas,Natal,497.220.429-04,7890888-9,Graduação,0,1990-07-06,Vendedor,2024-12-10,Ativo
1728,Funcionário 1728,49,Gente & Gestão,Rio de Janeiro,920.666.179-54,7324261-9,MBA,8,1975-03-07,Especialista em Folha,2024-04-15,Ativo
1729,Funcionário 1729,45,Produto,Goiânia,992.998.335-08,9311973-7,Tecnólogo,3,1979-07-18,Product Manager,2024-09-04,Ativo
1730,Funcionário 1730,48,Atendimento,Natal,925.604.134-00,5218944-9,Doutorado,0,1976-03-02,Analista de Atendimento,2024-12-11,Ativo
1731,Funcionário 1731,59,Gente & Gestão,Rio de Janeiro,315.398.391-76,1074138-1,Pós-graduação,25,1965-03-13,Recrutador,2022-11-13,Desligado
1732,Funcionário 1732,36,Atendimento,Natal,440.762.914-25,2186433-3,Doutorado,20,1988-01-28,Supervisor de Atendimento,2023-04-10,Ativo
1733,Funcionário 1733,30,Operações,Belém,410.389.752-04,8294376-5,Tecnólogo,4,1994-03-02,Supervisor,2024-08-20,Ativo
1734,Funcionário 1734,25,Suporte,Brasília,642.240.592-82,4894453-0,MBA,32,1999-09-06,Coordenador de Suporte,2022-04-24,Ativo
1735,Funcionário 1735,54,Operações,Recife,976.691.948-80,1569674-5,Graduação,9,1970-03-19,Supervisor,2024-03-31,Ativo
1736,Funcionário 1736,54,Gente & Gestão,Rio de Janeiro,682.017.530-20,9828041-6,Doutorado,5,1970-10-14,Recrutador,2024-07-07,Ativo
1737,Funcionário 1737,23,Produto,Joinville,957.240.434-24,6334947-3,Graduação,2,2001-05-04,Analista de Produto,2024-10-02,Ativo
1738,Funcionário 1738,39,Produto,São Paulo,137.956.100-01,3844715-1,Doutorado,2,1985-08-16,Analista de Produto,2024-10-13,Ativo
1739,Funcionário 1739,56,Qualidade,Rio de Janeiro,750.361.920-10,2190891-9,Ensino Médio,26,1968-12-11,Analista de Qualidade,2022-10-28,Ativo
1740,Funcionário 1740,59,Financeiro,Florianópolis,387.337.034-42,5614769-7,Doutorado,23,1965-05-28,Controller,2023-01-12,Ativo
1741,Funcionário 1741,23,Comercial,Goiânia,489.047.607-55,4783139-5,Pós-graduação,0,2001-07-28,Vendedor,2024-12-30,Desligado
1742,Funcionário 1742,31,Gente & Gestão,Salvador,107.651.917-25,6994162-1,Tecnólogo,33,1993-12-18,Recrutador,2022-03-11,Ativo
1743,Funcionário 1743,59,Atendimento,Curitiba,732.895.145-10,2231020-8,Pós-graduação,10,1965-04-09,Analista de Atendimento,2024-02-25,Desligado
1744,Funcionário 1744,42,Tecnologia,Vitória,580.558.115-98,7583389-5,Mestrado,5,1982-05-09,Desenvolvedor,2024-07-14,Ativo
1745,Funcionário 1745,24,Atendimento,Porto Alegre,391.607.700-74,1211417-4,Mestrado,16,2000-01-19,Analista de Atendimento,2023-08-07,Ativo
1746,Funcionário 1746,42,Atendimento,Belo Horizonte,541.840.398-20,1404895-3,Doutorado,25,1982-03-03,Analista de Atendimento,2022-11-03,Ativo
1747,Funcionário 1747,29,Gente & Gestão,Goiânia,966.203.858-26,1353022-7,Doutorado,9,1995-11-09,Gerente de RH,2024-03-28,Ativo
1748,Funcionário 1748,37,Tecnologia,Natal,880.265.295-37,4466954-3,MBA,29,1987-07-10,Tech Lead,2022-07-05,Ativo
1749,Funcionário 1749,52,Marketing,Natal,356.230.397-15,9509886-0,Doutorado,15,1972-05-28,Gerente de Marketing,2023-09-07,Desligado
1750,Funcionário 1750,42,Comercial,Belo Horizonte,670.898.709-01,2554516-8,Graduação,24,1982-01-22,Executivo de Contas,2022-12-11,Ativo
1751,Funcionário 1751,47,Atendimento,Goiânia,431.132.661-06,6679143-8,Graduação,29,1977-06-18,Analista de Atendimento,2022-07-17,Ativo
1752,Funcionário 1752,46,Produto,Brasília,052.632.119-96,3666440-2,Ensino Médio,8,1978-01-10,Product Manager,2024-04-05,Ativo
1753,Funcionário 1753,28,Operações,Porto Alegre,053.970.774-02,1951354-8,Graduação,11,1996-12-09,Coordenador Operacional,2024-01-15,Ativo
1754,Funcionário 1754,42,Marketing,Joinville,231.714.619-19,8066975-7,Tecnólogo,13,1982-12-08,Especialista em SEO,2023-11-26,Ativo
1755,Funcionário 1755,52,Comercial,Salvador,662.623.596-64,3313039-6,MBA,35,1972-06-08,Analista Comercial,2022-01-06,Ativo
1756,Funcionário 1756,30,Atendimento,Recife,184.025.787-30,1812330-5,MBA,35,1994-04-13,Analista de Atendimento,2022-01-13,Ativo
1757,Funcionário 1757,37,Financeiro,Joinville,063.066.360-21,2471865-6,MBA,11,1987-01-05,Contador,2024-01-30,Ativo
1758,Funcionário 1758,58,Operações,Rio de Janeiro,409.891.039-00,1984860-3,Doutorado,33,1966-10-04,Analista de Operações,2022-03-31,Ativo
1759,Funcionário 1759,50,Operações,Manaus,025.209.452-22,8843195-9,Mestrado,22,1974-08-25,Supervisor,2023-02-14,Ativo
1760,Funcionário 1760,35,Gente & Gestão,São Paulo,531.926.009-18,8775711-5,Ensino Médio,0,1989-07-02,Analista de RH,2024-12-28,Desligado
1761,Funcionário 1761,48,Marketing,Belém,745.449.205-31,5723052-4,Tecnólogo,16,1976-12-18,Analista de Marketing,2023-08-09,Ativo
1762,Funcionário 1762,49,Qualidade,Brasília,538.118.081-09,4546055-4,Doutorado,9,1975-06-21,Analista de Qualidade,2024-03-08,Ativo
1763,Funcionário 1763,26,Atendimento,Rio de Janeiro,456.622.952-12,6283100-6,Tecnólogo,27,1998-08-20,Atendente,2022-09-10,Ativo
1764,Funcionário 1764,48,Atendimento,Goiânia,603.616.248-08,8531455-2,Tecnólogo,7,1976-01-15,Atendente,2024-05-16,Desligado
1765,Funcionário 1765,30,Gente & Gestão,Fortaleza,660.235.158-35,4339467-0,Ensino Médio,11,1994-01-03,Gerente de RH,2024-01-18,Ativo
1766,Funcionário 1766,31,Atendimento,Joinville,173.167.156-34,2037475-5,Ensino Médio,32,1993-06-17,Analista de Atendimento,2022-04-21,Ativo
1767,Funcionário 1767,24,Operações,Belém,224.413.395-83,7297767-4,Tecnólogo,15,2000-08-19,Coordenador Operacional,2023-09-22,Ativo
1768,Funcionário 1768,23,Atendimento,Recife,531.579.057-67,9803220-9,Tecnólogo,27,2001-10-24,Supervisor de Atendimento,2022-09-10,Desligado
1769,Funcionário 1769,23,Qualidade,Belo Horizonte,866.469.365-01,6406778-9,MBA,9,2001-02-18,Auditor,2024-03-06,Ativo
1770,Funcionário 1770,45,Financeiro,São Paulo,748.768.057-68,9024017-7,Ensino Médio,32,1979-03-08,Analista Financeiro,2022-04-11,Ativo
1771,Funcionário 1771,22,Gente & Gestão,Joinville,184.301.922-12,5058333-3,MBA,34,2002-10-12,Recrutador,2022-02-22,Ativo
1772,Funcionário 1772,24,Inovação,Fortaleza,329.732.396-56,3237600-5,Mestrado,16,2000-05-02,Analista de Inovação,2023-08-16,Ativo
1773,Funcionário 1773,47,Tecnologia,Brasília,326.769.924-06,3675188-3,Doutorado,24,1977-08-16,Arquiteto,2022-12-05,Ativo
1774,Funcionário 1774,56,Marketing,Manaus,852.023.209-49,2094858-6,Pós-graduação,29,1968-05-23,Gerente de Marketing,2022-07-12,Ativo
1775,Funcionário 1775,38,Suporte,Belo Horizonte,933.284.423-24,9812589-2,Doutorado,15,1986-08-22,Coordenador de Suporte,2023-09-01,Desligado
1776,Funcionário 1776,55,Produto,São Paulo,907.551.545-68,8425018-5,Doutorado,27,1969-07-02,Product Owner,2022-09-17,Ativo
1777,Funcionário 1777,25,Produto,Porto Alegre,699.913.831-15,5770534-3,Graduação,33,1999-01-23,Product Manager,2022-03-02,Ativo
1778,Funcionário 1778,31,Produto,Curitiba,322.622.777-70,7948577-8,Tecnólogo,4,1993-04-07,Analista de Produto,2024-08-14,Ativo
1779,Funcionário 1779,44,Inovação,Fortaleza,066.470.703-38,1579706-5,Doutorado,11,1980-01-08,Innovation Lead,2024-01-11,Ativo
1780,Funcionário 1780,33,Inovação,São Paulo,952.984.241-47,5991409-0,Tecnólogo,33,1991-11-16,Analista de Inovação,2022-03-18,Ativo
1781,Funcionário 1781,58,Comercial,Salvador,274.067.582-86,1040606-6,Doutorado,7,1966-08-14,Gerente Comercial,2024-05-26,Desligado
1782,Funcionário 1782,53,Financeiro,Joinville,200.363.856-38,8513116-4,Tecnólogo,18,1971-07-24,Analista Financeiro,2023-06-22,Desligado
1783,Funcionário 1783,57,Qualidade,Belém,597.931.839-93,5660649-9,Ensino Médio,3,1967-12-19,Auditor,2024-09-19,Ativo
1784,Funcionário 1784,51,Operações,Joinville,149.860.995-31,4481895-2,Ensino Médio,14,1973-01-28,Supervisor,2023-10-05,Ativo
1785,Funcionário 1785,46,Atendimento,Florianópolis,664.322.394-60,9953454-1,Ensino Médio,10,1978-02-05,Atendente,2024-02-20,Desligado
1786,Funcionário 1786,43,Marketing,Fortaleza,159.485.340-14,8556961-6,MBA,35,1981-12-03,Analista de Marketing,2022-01-09,Ativo
1787,Funcionário 1787,57,Financeiro,Joinville,223.984.742-59,9455980-7,Pós-graduação,25,1967-06-13,Gerente Financeiro,2022-11-27,Ativo
1788,Funcionário 1788,39,Comercial,Natal,188.822.378-26,5867457-1,Ensino Médio,3,1985-01-11,Executivo de Contas,2024-09-16,Ativo
1789,Funcionário 1789,43,Comercial,Porto Alegre,680.613.495-58,5546937-6,Pós-graduação,9,1981-05-15,Analista Comercial,2024-03-31,Ativo
1790,Funcionário 1790,50,Operações,Recife,058.679.496-48,1062198-9,MBA,23,1974-11-18,Analista de Operações,2023-01-30,Ativo
1791,Funcionário 1791,37,Qualidade,Vitória,723.610.809-07,3221445-0,Graduação,26,1987-07-03,Analista de Qualidade,2022-10-16,Ativo
1792,Funcionário 1792,52,Tecnologia,Porto Alegre,165.557.864-26,7687351-5,Tecnólogo,13,1972-08-22,DevOps,2023-11-08,Ativo
1793,Funcionário 1793,35,Produto,São Paulo,557.512.476-20,9787484-7,Graduação,17,1989-01-01,Product Owner,2023-07-17,Desligado
1794,Funcionário 1794,41,Comercial,Florianópolis,586.824.051-05,2786964-2,Ensino Médio,8,1983-07-12,Gerente Comercial,2024-04-29,Ativo
1795,Funcionário 1795,58,Comercial,Natal,244.418.997-34,4384241-3,Pós-graduação,16,1966-01-05,Analista Comercial,2023-08-30,Ativo
1796,Funcionário 1796,50,Inovação,Goiânia,868.608.357-96,5112941-6,Doutorado,33,1974-12-03,Innovation Lead,2022-03-27,Ativo
1797,Funcionário 1797,26,Tecnologia,Recife,309.442.386-88,6583198-0,Tecnólogo,31,1998-03-02,Arquiteto,2022-05-05,Ativo
1798,Funcionário 1798,38,Gente & Gestão,Belém,898.309.413-37,8268869-1,Tecnólogo,17,1986-11-19,Analista de RH,2023-07-06,Desligado
1799,Funcionário 1799,54,Financeiro,Joinville,979.797.245-34,7083058-6,Tecnólogo,25,1970-09-09,Analista Financeiro,2022-11-10,Desligado
1800,Funcionário 1800,50,Comercial,Goiânia,948.045.073-96,6018990-8,Ensino Médio,12,1974-07-25,Gerente Comercial,2023-12-26,Ativo
1801,Funcionário 1801,27,Marketing,Recife,095.739.405-58,1018283-2,MBA,32,1997-03-22,Gerente de Marketing,2022-04-03,Ativo
1802,Funcionário 1802,50,Financeiro,Curitiba,944.203.158-90,1294645-7,Tecnólogo,26,1974-06-17,Analista Financeiro,2022-10-14,Ativo
1803,Funcionário 1803,37,Produto,Goiânia,342.031.977-08,7082985-9,Graduação,4,1987-05-18,Analista de Produto,2024-08-22,Ativo
1804,Funcionário 1804,59,Atendimento,Curitiba,514.186.482-05,3166549-9,Tecnólogo,22,1965-01-17,Supervisor de Atendimento,2023-02-17,Ativo
1805,Funcionário 1805,41,Atendimento,Natal,586.841.962-60,8203514-0,Ensino Médio,19,1983-11-25,Atendente,2023-05-17,Ativo
1806,Funcionário 1806,59,Financeiro,Rio de Janeiro,586.942.767-39,8439899-3,Mestrado,16,1965-09-07,Analista Financeiro,2023-08-23,Desligado
1807,Funcionário 1807,49,Financeiro,Porto Alegre,066.293.151-38,3509558-4,Pós-graduação,0,1975-02-15,Contador,2024-12-20,Ativo
1808,Funcionário 1808,26,Operações,Porto Alegre,265.594.698-75,8720341-2,Doutorado,34,1998-07-05,Analista de Operações,2022-02-17,Ativo
1809,Funcionário 1809,30,Atendimento,Natal,371.798.902-27,1949825-0,Ensino Médio,24,1994-04-16,Analista de Atendimento,2022-12-17,Ativo
1810,Funcionário 1810,24,Comercial,Manaus,654.870.847-42,2184493-7,MBA,5,2000-10-11,Gerente Comercial,2024-07-03,Ativo
1811,Funcionário 1811,47,Vendas,Belém,675.539.818-77,9626648-1,Mestrado,33,1977-08-24,Vendedor,2022-03-23,Ativo
1812,Funcionário 1812,47,Comercial,Goiânia,591.579.089-58,7553290-2,Graduação,15,1977-06-17,Executivo de Contas,2023-09-12,Ativo
1813,Funcionário 1813,25,Vendas,Florianópolis,683.848.876-08,1283437-7,MBA,22,1999-09-01,Coordenador de Vendas,2023-02-25,Ativo
1814,Funcionário 1814,56,Inovação,Rio de Janeiro,612.396.121-76,2480014-8,Ensino Médio,34,1968-11-28,Product Manager,2022-02-27,Ativo
1815,Funcionário 1815,52,Qualidade,Vitória,812.988.618-96,1118159-6,Tecnólogo,26,1972-01-21,Coordenador de Qualidade,2022-10-02,Ativo
1816,Funcionário 1816,34,Gente & Gestão,Recife,690.107.923-07,7503221-8,Tecnólogo,3,1990-03-19,Especialista em Folha,2024-09-12,Ativo
1817,Funcionário 1817,31,Marketing,Fortaleza,933.486.497-49,8058562-7,Doutorado,32,1993-04-23,Analista de Marketing,2022-04-05,Ativo
1818,Funcionário 1818,55,Gente & Gestão,Goiânia,578.968.335-57,9167792-7,Doutorado,12,1969-12-15,Gerente de RH,2023-12-27,Desligado
1819,Funcionário 1819,27,Operações,Rio de Janeiro,312.315.550-17,6997458-2,Graduação,14,1997-08-22,Analista de Operações,2023-10-14,Ativo
1820,Funcionário 1820,24,Atendimento,Salvador,187.993.844-85,9541294-8,Mestrado,18,2000-01-10,Atendente,2023-06-24,Ativo
1821,Funcionário 1821,27,Produto,Manaus,311.414.701-10,1825767-3,Tecnólogo,25,1997-04-21,Product Manager,2022-11-09,Ativo
1822,Funcionário 1822,33,Tecnologia,Joinville,687.156.891-31,8555354-9,Tecnólogo,33,1991-10-21,Tech Lead,2022-03-18,Ativo
1823,Funcionário 1823,55,Atendimento,Curitiba,780.234.456-50,8936104-9,MBA,1,1969-05-09,Analista de Atendimento,2024-11-15,Ativo
1824,Funcionário 1824,43,Gente & Gestão,Fortaleza,403.664.016-02,4667999-7,Mestrado,21,1981-03-20,Recrutador,2023-03-23,Ativo
1825,Funcionário 1825,51,Marketing,Curitiba,831.597.572-26,9540340-6,Ensino Médio,26,1973-11-15,Gerente de Marketing,2022-10-29,Ativo
1826,Funcionário 1826,30,Suporte,Joinville,830.291.585-86,4804546-3,Ensino Médio,15,1994-11-06,Coordenador de Suporte,2023-09-16,Ativo
1827,Funcionário 1827,26,Produto,Vitória,241.651.854-26,1402082-7,Graduação,19,1998-10-14,Analista de Produto,2023-05-22,Ativo
1828,Funcionário 1828,48,Marketing,Natal,344.674.621-80,5755257-1,Tecnólogo,12,1976-12-21,Gerente de Marketing,2023-12-09,Ativo
1829,Funcionário 1829,40,Comercial,Recife,749.161.705-04,2577785-6,MBA,35,1984-03-06,Gerente Comercial,2022-01-27,Desligado
1830,Funcionário 1830,54,Suporte,Porto Alegre,981.413.447-30,5280631-8,Graduação,9,1970-12-02,Analista de Suporte,2024-03-02,Ativo
1831,Funcionário 1831,37,Inovação,Rio de Janeiro,377.402.928-85,5049416-3,Tecnólogo,8,1987-05-22,Analista de Inovação,2024-04-09,Ativo
1832,Funcionário 1832,49,Gente & Gestão,Porto Alegre,026.509.962-50,8590346-7,Ensino Médio,28,1975-09-07,Recrutador,2022-08-27,Ativo
1833,Funcionário 1833,26,Operações,Vitória,196.666.102-99,5662134-2,MBA,14,1998-12-13,Gerente de Operações,2023-10-04,Ativo
1834,Funcionário 1834,54,Produto,Rio de Janeiro,022.234.998-05,8103082-8,Ensino Médio,33,1970-02-07,Analista de Produto,2022-03-23,Ativo
1835,Funcionário 1835,39,Comercial,Porto Alegre,367.590.177-73,5631823-6,Mestrado,31,1985-06-05,Executivo de Contas,2022-05-28,Ativo
1836,Funcionário 1836,37,Inovação,São Paulo,144.092.335-30,7048127-6,Tecnólogo,31,1987-08-10,Analista de Inovação,2022-05-09,Ativo
1837,Funcionário 1837,59,Comercial,São Paulo,426.018.637-06,6984503-6,Mestrado,27,1965-07-07,Executivo de Contas,2022-09-20,Desligado
1838,Funcionário 1838,59,Atendimento,Brasília,955.922.776-95,1441673-3,Tecnólogo,18,1965-02-10,Supervisor de Atendimento,2023-06-23,Ativo
1839,Funcionário 1839,29,Qualidade,Recife,850.255.134-56,7699648-7,Ensino Médio,16,1995-11-09,Auditor,2023-08-14,Ativo
1840,Funcionário 1840,50,Atendimento,Belo Horizonte,228.839.047-66,7059883-4,Mestrado,19,1974-04-03,Analista de Atendimento,2023-05-09,Ativo
1841,Funcionário 1841,27,Atendimento,Rio de Janeiro,615.749.325-94,8683770-8,Pós-graduação,29,1997-02-09,Supervisor de Atendimento,2022-07-10,Ativo
1842,Funcionário 1842,35,Operações,Florianópolis,879.531.204-88,8395602-7,Doutorado,35,1989-10-11,Gerente de Operações,2022-01-29,Ativo
1843,Funcionário 1843,28,Marketing,Curitiba,661.830.858-55,9991137-7,Ensino Médio,32,1996-01-04,Analista de Marketing,2022-04-16,Ativo
1844,Funcionário 1844,42,Vendas,Recife,314.391.511-05,7921487-2,MBA,19,1982-04-14,Coordenador de Vendas,2023-05-28,Ativo
1845,Funcionário 1845,30,Financeiro,Curitiba,107.818.710-00,6053168-2,Ensino Médio,8,1994-11-17,Analista Financeiro,2024-04-10,Ativo
1846,Funcionário 1846,55,Suporte,Recife,570.680.269-66,7245951-4,Tecnólogo,22,1969-04-26,Coordenador de Suporte,2023-02-10,Ativo
1847,Funcionário 1847,59,Suporte,Vitória,230.600.230-42,6622669-0,Tecnólogo,23,1965-09-14,Coordenador de Suporte,2023-01-14,Ativo
1848,Funcionário 1848,27,Inovação,Natal,522.411.420-93,6285445-1,Ensino Médio,8,1997-07-16,Innovation Lead,2024-04-06,Desligado
1849,Funcionário 1849,24,Comercial,Rio de Janeiro,459.920.166-94,3359707-2,Ensino Médio,19,2000-04-28,Analista Comercial,2023-05-27,Ativo
1850,Funcionário 1850,33,Gente & Gestão,Florianópolis,224.005.392-51,7338108-2,Graduação,23,1991-11-06,Analista de RH,2023-01-13,Desligado
1851,Funcionário 1851,51,Financeiro,Porto Alegre,019.011.348-06,4228659-3,Ensino Médio,15,1973-04-08,Controller,2023-09-21,Ativo
1852,Funcionário 1852,49,Comercial,Manaus,252.861.323-75,5753123-5,MBA,18,1975-06-27,Vendedor,2023-06-05,Ativo
1853,Funcionário 1853,23,Gente & Gestão,Belém,234.286.449-30,5424300-9,Graduação,6,2001-07-26,Recrutador,2024-06-25,Desligado
1854,Funcionário 1854,57,Produto,Rio de Janeiro,866.342.095-10,8944908-3,Tecnólogo,19,1967-07-25,Product Owner,2023-05-22,Ativo
1855,Funcionário 1855,50,Suporte,Natal,498.529.735-68,7436550-6,Mestrado,8,1974-02-11,Coordenador de Suporte,2024-04-08,Ativo
1856,Funcionário 1856,52,Atendimento,Salvador,559.147.625-29,7988644-6,Graduação,19,1972-11-17,Analista de Atendimento,2023-05-20,Desligado
1857,Funcionário 1857,53,Suporte,Curitiba,414.753.369-85,5543184-6,Doutorado,11,1971-03-10,Técnico de Suporte,2024-01-30,Ativo
1858,Funcionário 1858,59,Suporte,Brasília,653.538.962-62,4398191-6,Tecnólogo,13,1965-12-08,Analista de Suporte,2023-11-26,Ativo
1859,Funcionário 1859,24,Atendimento,Goiânia,792.415.712-33,4296986-8,Ensino Médio,5,2000-11-23,Atendente,2024-07-26,Ativo
1860,Funcionário 1860,24,Operações,Recife,354.346.858-81,7928298-1,Tecnólogo,7,2000-04-22,Analista de Operações,2024-05-28,Ativo
1861,Funcionário 1861,59,Inovação,Porto Alegre,682.497.939-27,4768219-8,Ensino Médio,30,1965-07-04,Analista de Inovação,2022-06-08,Ativo
1862,Funcionário 1862,42,Produto,Recife,116.837.103-12,3194438-6,Graduação,34,1982-08-26,Product Owner,2022-02-17,Ativo
1863,Funcionário 1863,57,Qualidade,Belém,072.014.896-07,3347769-6,Ensino Médio,3,1967-09-23,Auditor,2024-09-14,Desligado
1864,Funcionário 1864,24,Qualidade,Rio de Janeiro,493.121.463-00,5663582-2,Pós-graduação,15,2000-08-13,Coordenador de Qualidade,2023-09-02,Ativo
1865,Funcionário 1865,43,Inovação,Goiânia,926.456.339-35,6042815-0,MBA,28,1981-08-05,Analista de Inovação,2022-08-11,Ativo
1866,Funcionário 1866,42,Produto,Porto Alegre,369.481.126-50,2483629-9,Graduação,10,1982-12-10,Analista de Produto,2024-02-24,Ativo
1867,Funcionário 1867,23,Marketing,Vitória,670.683.353-30,2802479-2,Ensino Médio,28,2001-01-04,Gerente de Marketing,2022-08-16,Ativo
1868,Funcionário 1868,51,Gente & Gestão,Florianópolis,590.163.994-45,5566344-4,Pós-graduação,33,1973-02-07,Especialista em Folha,2022-03-11,Ativo
1869,Funcionário 1869,52,Produto,Rio de Janeiro,376.734.814-48,5451032-1,Ensino Médio,32,1972-10-18,Product Owner,2022-04-04,Ativo
1870,Funcionário 1870,48,Suporte,Curitiba,016.793.014-11,5746706-9,Doutorado,29,1976-02-13,Analista de Suporte,2022-07-06,Desligado
1871,Funcionário 1871,42,Atendimento,Porto Alegre,910.042.028-06,1553318-1,Pós-graduação,7,1982-07-04,Atendente,2024-05-04,Ativo
1872,Funcionário 1872,42,Financeiro,Vitória,990.342.134-63,5381086-2,MBA,2,1982-12-11,Contador,2024-10-24,Ativo
1873,Funcionário 1873,41,Comercial,Salvador,035.316.079-28,2672509-3,Tecnólogo,29,1983-08-27,Vendedor,2022-07-16,Ativo
1874,Funcionário 1874,53,Atendimento,Belo Horizonte,860.157.117-44,2640158-9,Ensino Médio,28,1971-04-05,Atendente,2022-08-26,Ativo
1875,Funcionário 1875,24,Tecnologia,São Paulo,402.470.288-27,9952619-7,Graduação,30,2000-05-03,QA Engineer,2022-06-30,Desligado
1876,Funcionário 1876,34,Suporte,Manaus,452.719.367-83,8192447-3,Ensino Médio,1,1990-06-16,Analista de Suporte,2024-11-10,Ativo
1877,Funcionário 1877,56,Qualidade,Goiânia,913.810.749-01,5802780-2,MBA,28,1968-11-13,Coordenador de Qualidade,2022-08-16,Desligado
1878,Funcionário 1878,43,Inovação,Belém,321.540.131-20,8270280-2,Ensino Médio,13,1981-04-11,Innovation Lead,2023-11-19,Desligado
1879,Funcionário 1879,24,Qualidade,Porto Alegre,616.845.525-67,2259160-0,Pós-graduação,24,2000-11-16,Auditor,2022-12-26,Ativo
1880,Funcionário 1880,26,Marketing,Brasília,254.717.989-02,7021142-6,Mestrado,17,1998-09-17,Analista de Marketing,2023-07-20,Ativo
1881,Funcionário 1881,29,Marketing,Curitiba,694.899.300-16,6716553-6,Pós-graduação,11,1995-02-19,Especialista em SEO,2024-01-27,Ativo
1882,Funcionário 1882,33,Atendimento,Rio de Janeiro,756.355.842-09,8645121-2,Ensino Médio,23,1991-08-21,Analista de Atendimento,2023-01-13,Ativo
1883,Funcionário 1883,53,Marketing,Natal,662.565.046-31,2392561-4,Doutorado,35,1971-08-01,Analista de Marketing,2022-01-17,Ativo
1884,Funcionário 1884,44,Comercial,Belém,413.068.624-00,2721466-0,Pós-graduação,33,1980-12-17,Gerente Comercial,2022-03-24,Ativo
1885,Funcionário 1885,53,Comercial,Vitória,066.890.417-86,7839128-2,Pós-graduação,26,1971-09-05,Vendedor,2022-10-05,Desligado
1886,Funcionário 1886,26,Operações,Natal,381.152.232-98,5763194-0,Ensino Médio,26,1998-03-06,Coordenador Operacional,2022-10-31,Ativo
1887,Funcionário 1887,45,Comercial,São Paulo,847.528.359-40,1654541-8,Tecnólogo,15,1979-01-01,Gerente Comercial,2023-09-01,Ativo
1888,Funcionário 1888,25,Atendimento,Porto Alegre,479.135.113-46,6275068-3,Pós-graduação,12,1999-11-01,Supervisor de Atendimento,2023-12-12,Ativo
1889,Funcionário 1889,37,Suporte,Natal,572.289.206-86,7029466-7,Tecnólogo,16,1987-02-21,Técnico de Suporte,2023-08-16,Ativo
1890,Funcionário 1890,50,Inovação,Porto Alegre,809.783.028-00,2716756-9,Mestrado,34,1974-02-01,Innovation Lead,2022-02-05,Ativo
1891,Funcionário 1891,54,Vendas,Porto Alegre,453.419.528-12,7878497-7,Ensino Médio,29,1970-11-09,Coordenador de Vendas,2022-07-15,Ativo
1892,Funcionário 1892,38,Atendimento,Goiânia,428.021.889-76,6777282-7,MBA,20,1986-01-13,Analista de Atendimento,2023-04-03,Ativo
1893,Funcionário 1893,40,Gente & Gestão,Rio de Janeiro,803.789.121-60,8459700-4,MBA,21,1984-11-20,Recrutador,2023-03-31,Ativo
1894,Funcionário 1894,44,Tecnologia,Rio de Janeiro,369.905.585-04,6134852-0,Tecnólogo,12,1980-08-26,Desenvolvedor,2023-12-07,Ativo
1895,Funcionário 1895,54,Operações,São Paulo,842.906.969-02,3570708-8,Graduação,32,1970-12-10,Supervisor,2022-04-11,Ativo
1896,Funcionário 1896,27,Suporte,Brasília,986.061.065-77,5586361-5,MBA,7,1997-08-08,Técnico de Suporte,2024-05-10,Ativo
1897,Funcionário 1897,41,Vendas,Joinville,701.652.761-18,6013718-9,Tecnólogo,20,1983-07-22,Gerente de Vendas,2023-04-02,Ativo
1898,Funcionário 1898,45,Gente & Gestão,Fortaleza,802.530.843-00,3696585-9,Graduação,3,1979-12-13,Especialista em Folha,2024-09-07,Ativo
1899,Funcionário 1899,47,Tecnologia,Natal,644.477.250-88,3362879-4,Doutorado,0,1977-05-22,Tech Lead,2024-12-24,Ativo
1900,Funcionário 1900,37,Marketing,Goiânia,234.800.417-87,6737942-3,Pós-graduação,27,1987-05-04,Gerente de Marketing,2022-09-16,Ativo
1901,Funcionário 1901,42,Comercial,Fortaleza,691.585.574-23,7355605-0,Pós-graduação,34,1982-07-06,Analista Comercial,2022-02-28,Ativo
1902,Funcionário 1902,38,Vendas,Belo Horizonte,242.570.333-04,5884127-5,Graduação,26,1986-10-26,Vendedor,2022-10-23,Ativo
